index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,runtime_omdb_min,imdbVotes_clean,imdbRating_clean
204,tm58893,Duplicate,MOVIE,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.",1998,PG,165,tt0164550,5.5,7557.0,Duplicate,1998,Not Rated,08 May 1998,164 min,"Action, Comedy, Crime",Mahesh Bhatt,"Robin Bhatt, Akash Khurana, Javed Siddiqui","Shah Rukh Khan, Juhi Chawla, Sonali Bendre","In order to evade the law, a ruthless don tries to kill his lookalike; a chef and tries to take his place.",Hindi,India,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BZDVkMTQ3MGItNmQxMi00NjM5LTliOTEtNjgxZTU4ZThmYmIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",,5.5,"8,771",tt0164550,movie,,,,,164.0,8771.0,5.5
205,tm340430,Govindha Govindha,MOVIE,"A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot.",1993,,145,tt0192087,6.6,351.0,#DUPE#,1993,,,,,,,,,,,,,[],,,,tt0187096,movie,,,,,,,
206,tm184326,Damini,MOVIE,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",1993,,180,tt0106655,7.8,3490.0,Damini,1993,Not Rated,30 Apr 1993,175 min,"Crime, Drama",Rajkumar Santoshi,"Sutanu Gupta, Dilip Shukla","Meenakshi Sheshadri, Rishi Kapoor, Sunny Deol","After witnessing a rape in her own household, Damini fights for justice for the deceased victim. However, she faces a bunch of challenges until she meets a disgraced lawyer who decides to fight the case and bring the culprits to j...",Hindi,India,5 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BODRiZGViZTAtYTEwMy00NTA4LTljMTctMDNhNjk2ODdhMDY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"4,127",tt0106655,movie,,,,,175.0,4127.0,7.8
207,tm110225,English Babu Desi Mem,MOVIE,"Vikram Mayur is looking after his late brother's eight-year-old son and is torn between choosing to take Nandu back to England to learn his family's business, or risk throwing it all way.",1996,PG,172,tt0136153,4.5,2322.0,English Babu Desi Mem,1996,Not Rated,26 Jan 1996,170 min,"Comedy, Drama, Musical",Praveen Nischol,"G.M. Ayaz, S. Ali Raza","Shah Rukh Khan, Sonali Bendre, Rajeshwari","After his brother dies, wealthy Vikram reluctantly goes back to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BM2IwMzhmMTAtYjRmYy00OTc0LWJkYTYtNzk4M2IyNjcwM2I2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,"2,781",tt0136153,movie,,,,,170.0,2781.0,4.6
209,tm21911,Sam Kinison: Live in Vegas,MOVIE,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",1991,,72,tt0249934,6.6,272.0,The Sam Kinison Family Entertainment Hour,1991,Not Rated,13 Jul 1991,50 min,"Documentary, Comedy, Music",Walter C. Miller,Sam Kinison,"Sam Kinison, Arthur Eckdahl, Randy Hansen","Catch Sam Kinison in his last recorded special. Filmed live at the Wiltern Theatre, Sam's not only provides the screaming comedy you've come to love him for, but he bookends this special with rock performances!",English,United States,,https://m.media-amazon.com/images/M/MV5BMTg5ODE3NDA2NV5BMl5BanBnXkFtZTcwMjUxNTEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,318,tt0249934,movie,,,,,50.0,318.0,6.4
210,tm118438,Anjaam,MOVIE,"After mistaking a flight attendant's attention for love, a wealthy, spoiled man becomes obsessed with her and soon tears her life apart.",1994,,146,tt0109134,6.6,6465.0,Anjaam,1994,Not Rated,22 Apr 1994,170 min,"Crime, Drama, Thriller",Rahul Rawail,"Sutanu Gupta, Rumi Jaffery, Gautam Rajadhyaksha","Madhuri Dixit, Shah Rukh Khan, Tinnu Anand",Vijay falls in love Shivani and proposes her only to be rejected every time. However his love turns into an obsession and turns her life into a hell.,Hindi,India,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjI2MjYxM2ItNWJiYi00NGFiLWIyMDQtYmY4YWNhYTFlYjg4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,"7,387",tt0109134,movie,,,,,170.0,7387.0,6.6
211,tm62176,Mann,MOVIE,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",1999,,174,tt0206921,6.1,5413.0,Mann - Soul's Heart,1999,Not Rated,22 Jun 1999,160 min,"Drama, Romance",Indra Kumar,"Mildred Cram, Aatish Kapadia, Naushir Khatau","Aamir Khan, Manisha Koirala, Sharmila Tagore","A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BZmM3YzU3NmEtMmM4ZS00YWQwLWJjYTktZDAyMTI4MTY2MmVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"5,829",tt0206921,movie,,,,,160.0,5829.0,6.1
212,tm57169,Monty Python: Live at Aspen,MOVIE,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,,58,tt0287570,7.8,1092.0,Monty Python's Flying Circus: Live at Aspen,1998,Not Rated,21 Mar 1998,58 min,"Documentary, Comedy",Paul Miller,Peter Crabbe,"Robert Klein, John Cleese, Terry Gilliam","This reunion show features the five surviving members of Monty Python, with Graham Chapman's ashes in attendance. The Pythons look back at their work and receive an American Film Industry award. It also features some memorable mom...",English,United States,,https://m.media-amazon.com/images/M/MV5BMDY5YzU1N2QtNTQyOS00ZDBmLWFlMzgtYTZkNjdkZDBjMGUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"1,191",tt0287570,movie,,,,,58.0,1191.0,7.8
213,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,PG-13,59,tt0938331,7.8,166.0,Sinbad: Afros and Bellbottoms,1993,TV-PG,17 Apr 1993,60 min,"Documentary, Comedy",Debbie Allen,Sinbad,"Sinbad, Donna Atkins, A.J. Jamal","In his second HBO comedy special, stand-up comedian Sinbad takes a nostalgic trip to the 1970s and jokes about the black culture from that decade, and pays homage to the Blaxploitation films and black family life during that era.",English,United States,,https://m.media-amazon.com/images/M/MV5BYjNiMzg0YTAtNzVlNC00NGE5LTlkZmMtNWI3NWE4ZmFlZmU0XkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",,8.0,221,tt0938331,movie,03 Nov 1993,,,,60.0,221.0,8.0
214,tm44776,The Other,MOVIE,"Adam is the son of a wealthy Egyptian-American family who is studying at UCLA and returns home for a brief vacation. Upon his arrival he meets beautiful reporter Hanane, with whom he begins an intense love affair, and eventually they marry. Trouble arises when Hanane' s journalistic interests lead her to the corrupt business affairs of Adam's parents, who are interested in building an American tourist compound that would allow Americans further control of Egypt's tourist industry, and make them a whole lot richer.",1999,,106,tt0196355,5.9,987.0,The Other,1999,,26 May 1999,105 min,"Drama, Romance",Youssef Chahine,"Youssef Chahine, Khaled Youssef","Hanan Turk, Hani Salama, Nabila Ebeid","Egyptian director Youssef Chahine exposes the links between power and fanaticism and denounces intolerance in this bitter portrait of the Egyptian business world, where unconditional drive for money rules. Adam (Hani Salama), the ...","Arabic, French","France, Egypt",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BYWE4MzJhMzUtNTcyMC00ZTdlLWJiMTktN2MxYzc5ODJkODMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,"1,103",tt0196355,movie,,,,,105.0,1103.0,5.9
215,tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,,56,tt0938333,6.7,115.0,Sinbad: Son of a Preacher Man,1996,,13 Apr 1996,56 min,"Documentary, Comedy",Chuck Vinson,Sinbad,Sinbad,Sinbad's special from Denver talking about family and his life experiences. Also takes Q&amp;A from the audience.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTYyODUwNjcxOF5BMl5BanBnXkFtZTcwNzU5Nzc0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,154,tt0938333,movie,24 Jul 2007,,,,56.0,154.0,7.1
216,tm203186,Children of Shatila,MOVIE,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",1999,,50,tt0243174,8.199999999999998,74.0,Children of Shatila,1998,,01 Sep 1998,50 min,"Documentary, History",Mai Masri,,,"Farah and Issa, two streetwise children living in Beirut's Palestinian Shatila refugee camp, use their imaginations and creativity to come to terms with the realities of growing up in a refugee camp that has survived massacre, sie...",English,Lebanon,,https://m.media-amazon.com/images/M/MV5BM2I4OWY0MzItMGQzZi00ZTA5LWI4ZmItNTFlZjRkM2E3MmJmXkEyXkFqcGdeQXVyMTY4MjUxMzgz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",,7.7,169,tt0243174,movie,,,,,50.0,169.0,7.7
217,tm256669,Gumrah,MOVIE,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her.",1993,,149,tt0107060,6.1,784.0,Gumrah,1993,Not Rated,03 Aug 1993,149 min,"Action, Crime, Drama",Mahesh Bhatt,"Robin Bhatt, Sujit Sen","Sanjay Dutt, Sridevi, Anupam Kher","Roshni Chadha, a singer in Bombay, is imprisoned in Hong Kong facing death sentence. Her troubled past involving unknown father's abandonment drives her journey to unravel truth and escape this predicament.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BZjc0OGMzZDEtZDhlMi00ODgyLTgwZDAtNTgyZDEzN2VlYTZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"1,036",tt0107060,movie,,,,,149.0,1036.0,6.1
218,tm117840,The Emigrant,MOVIE,"The biblical tale of Joseph is told from an Egyptian perspective in this interesting character study. In this film, Joseph is called Ram. Ram, tired of his family's backward superstitious life, and tired of being picked on by his brothers, wants to go to Egypt to study agriculture. His brothers travel with him across Sinai, but then suddenly sell him to Ozir, an Egyptian who works for a Theban military leader, Amihar. Amihar is impressed by Ram's drive and personal charm and so grants Ram some desolate land outside the capital. Ram soon finds himself a pawn in the political and sexual games between Amihar and his wife Simihit, a high priestess of the Cult of Amun.",1994,,129,tt0110545,6.5,998.0,Al-mohager,1994,,26 Sep 1994,129 min,Drama,Youssef Chahine,"Youssef Chahine, Rafik El-Sabban, Khaled Youssef","Youssra, Khaled Nabawy, Mahmoud Hemida",Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.,Arabic,"Egypt, France",4 wins total,https://m.media-amazon.com/images/M/MV5BOGY0MzJhYmMtN2FiYS00NzEwLWFiM2MtZjk2YjY3NDdjZTFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"1,176",tt0110545,movie,,,,,129.0,1176.0,6.5
219,tm334788,Yodha,MOVIE,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",1991,,142,tt0267130,4.5,198.0,Yodha,1991,Not Rated,22 Feb 1991,142 min,"Action, Drama",Rahul Rawail,K.K. Singh,"Sunny Deol, Sanjay Dutt, Sangeeta Bijlani",Karan a respected lawyer has many enemies including Suraj due to his honesty.Justice Agnihotri is Karan's idol but conducts his illegal activities by name of Daga.Daga takes advantage of Karan and Suraj's rivalry making them sore ...,Hindi,India,,https://m.media-amazon.com/images/M/MV5BNzlkZTJmYWMtODJiYi00NzNkLTkyYTctNTczMzZhZWU4Njc1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",,4.5,290,tt0267130,movie,,,,,142.0,290.0,4.5
220,tm110160,Avvai Shanmugi,MOVIE,"A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",1996,PG-13,160,tt0139872,7.9,2528.0,Avvai Shanmugi,1996,,10 Nov 1996,161 min,"Comedy, Drama",K.S. Ravikumar,"Crazy Mohan, K.S. Ravikumar","Kamal Haasan, Meena, Gemini Ganesan",A man disguises himself as a nanny to be with his daughter after his divorce.,Tamil,India,,https://m.media-amazon.com/images/M/MV5BZGU3OTA1MWUtNjI4Yi00OWU2LWFhMWMtMDc1ZjhkMzU5OWFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",,7.9,"3,008",tt0139872,movie,,,,,161.0,3008.0,7.9
221,tm192301,Minsara Kanavu,MOVIE,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",1997,G,145,tt0282003,6.7,1212.0,Minsaara Kanavu,1997,,14 Jan 1997,153 min,"Comedy, Drama, Musical",Rajiv Menon,"Rajiv Menon (story), Sri Ramakrishna (Telugu dialogue)","Arvind Swamy, Prabhudheva, Kajol, Nasser","This is the story of Priya (Kajol) and her life. She is friendly, outspoken, sensitive, yet percocious and apt to get into trouble, brought up by her dad, Amal Raj (Girish Karnad). In her ...","Tamil, Telugu, Hindi",India,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg5MDcxMjg4N15BMl5BanBnXkFtZTcwODE3NzQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,631,tt0282003,movie,03 Oct 2000,,,,153.0,631.0,7.0
222,tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,,88,tt0115895,6.9,718.0,Chronicle of a Disappearance,1996,,08 Apr 1998,88 min,Drama,Elia Suleiman,Elia Suleiman,"Elia Suleiman, Nazira Suleiman, Fuad Suleiman",A Palestinian expatriate filmmaker (Elia Suleiman) documents the loss of national identity in Israel's Arab population.,"Arabic, Hebrew, French, English","Occupied Palestinian Territory, Israel, France",6 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYWFlY2RiYjctYzlmZC00ZjFmLWE5NGQtMzJiOTk1ODA3ZWNkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",,6.9,866,tt0115895,movie,,,,,88.0,866.0,6.9
223,tm118256,Yaar Gaddar,MOVIE,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",1994,,147,tt0111780,3.6,142.0,Yaar Gaddar,1994,,04 Nov 1994,155 min,"Action, Drama, Mystery",Umesh Mehra,,"Saif Ali Khan, Sweta, Somy Ali","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMTcyNjAwNjkwNl5BMl5BanBnXkFtZTgwOTIyMzgwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",,3.7,220,tt0111780,movie,,,,,155.0,220.0,3.7
