Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
The Good Samaritan 2020,2021,N/A,N/A,N/A,Drama,Robert Di Bari,Robert Di Bari,"Ángel Salazar, Kathrina Miccio, Lana Asanin",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmIzOTc1MzgtNDJmZi00ZDQ1LTg3NmYtMDU0ZDZiOGI3ZGEzXkEyXkFqcGdeQXVyNzEyMzE1NjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11821726,movie,N/A,N/A,N/A,N/A
The Janitor's Flush 2020,2020,N/A,17 Jan 2020,N/A,"Short, Comedy","Eman Elsweisy, Javier Paredes",Rehman Ahmed,"Rehman Ahmed, Chip Davison, Eman Elsweisy, Nishad Nayak",Two best friends/coworkers compete over a job position at a janitorial equipment supply company,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmI0NjhjMTItYzRhMy00N2I3LTg4ZWUtNmFkY2NkOWQ4YTA3XkEyXkFqcGdeQXVyODI4NDQ2NzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11182748,movie,N/A,N/A,N/A,N/A
2020,2017,N/A,15 Apr 2017,6 min,"Short, Sci-Fi",Alfred Ward,Alfred Ward,"Jeremy Howard, Shantel Rembert","In the not so distant future we the people will have to face governmental inference in our lives as never before, may this be a warning to not take our rights for granted.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDk1NDFlZDQtMzU4Yi00NWUyLTk5ZTctNjgwZjgzY2M5MWJmXkEyXkFqcGdeQXVyNTIwOTE5ODk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11252648,movie,N/A,N/A,N/A,N/A
At the Altar- The Movie 2020,2019,N/A,06 Jun 2019,N/A,Short,N/A,Pamela Lyles,N/A,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzUxOWVmNDMtZGQyOS00NmQ2LWI4ZTEtNGU2YjU2NDdkMmE2XkEyXkFqcGdeQXVyNjQwMzI3NzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11257126,movie,N/A,N/A,N/A,N/A
Christian Cowan: Spring/Summer 2020 at NYFW,2019,N/A,12 Oct 2019,11 min,Short,N/A,N/A,"Nastya Abramova, Elena Azzaro, Liz Bakro, Rute Bock",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2Y1YTljNzctOGRiOC00MDIzLWIwNWQtYjg4ODEyYjJiMTRkXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11310804,movie,N/A,N/A,N/A,N/A
Euro 2020: Greece vs Finland,2019,N/A,18 Nov 2019,96 min,Action,N/A,N/A,"Finland National Football Team, Greece National Football Team",N/A,English,Greece,N/A,https://m.media-amazon.com/images/M/MV5BMjE0ZGMzZWQtYzgwYS00YTc2LTg0Y2ItOWMxMDcwODVjYzY4XkEyXkFqcGdeQXVyNjI2MDAwOTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11317192,movie,N/A,N/A,N/A,N/A
Sick World (2020),2020,N/A,05 Mar 2020,N/A,"Short, Drama",Robert Cristian Trif,Robert Cristian Trif,"Samar Al Shamsi, Monreal Cheneil, Baha Kaidarzoda","Robert,a mentally troubled songwriter feels he is mistreated and disregarded by society. He tried desperately to find a new girl but the society today has changed in his views and he feels nothing can heal him and touch him anymore.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMjRiOTQ3ZjEtMGUxOC00N2QyLWE1OWYtMTNmYjgwNGFiNzMxXkEyXkFqcGdeQXVyNzYyMzY4Njk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11336060,movie,N/A,N/A,N/A,N/A
Untitled Sports Comedy 2020,2020,N/A,26 Nov 2020,N/A,Comedy,N/A,"Priscilla Karidis, Jason Pullen",N/A,A dozen contestants in the fight of their life.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt11346172,movie,N/A,N/A,N/A,N/A
2020 Cut,2020,N/A,05 Jun 2020,83 min,"Crime, Horror",Terry Thomas-East,Terry Thomas-East,"Anna Hewison, Rihanna Trones, Thomas Woods","Gangsters struggle to control a new asset which attracts the attention from a bigger crew, resulting in a feud played out in drug induced visions and flashbacks.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMzgyNWQzOGItZmZjNC00MThhLTk5NDQtMzM1ZGQ3ZDA4MTY1XkEyXkFqcGdeQXVyMzMyODg4NDM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11384708,movie,N/A,N/A,N/A,N/A
2019-2020 9th Grade ASB Elections,2019,N/A,16 Apr 2019,N/A,Short,N/A,N/A,"Faith Ehmke, Faith Emkhe, Elizabeth Oloteo, Jasmine Schofield",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt11399200,movie,N/A,N/A,N/A,N/A
2019-2020 10th Grade ASB Elections,2019,N/A,16 Apr 2019,N/A,Short,N/A,N/A,"Ethan Ho, Chloe Jamison, Anthony Kass, Sarah Kemp",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt11399226,movie,N/A,N/A,N/A,N/A
Five Pounds of Pressure 2020,2020,N/A,01 Jul 2020,10 min,"Short, Thriller",Liam Petite,"Dennis Beauchamp, Adam MacPherson, Liam Petite","Ella Grace, Kevin Jollimore, Murray Munroe, Thomas Durfee","A 16-year-old girl stumbles upon a distraught man parked on the side of the road. What she doesn't know is he is about to end his life. Her plan is to carjack him, steal his cash, and drive into town.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZjNmYTNhMTMtZDU3OC00NWVmLTk4NGItOWFjYzVjYTliNzI2XkEyXkFqcGdeQXVyNDM3Njc4MTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11447086,movie,N/A,N/A,N/A,N/A
Tokyo Telepath 2020,2020,N/A,10 Oct 2020,49 min,"Documentary, Sci-Fi",Maiko Endo,Maiko Endo,"Natsuko, Luka, Crystal Performer Masaki",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTk3ZDc1NTctODA5NS00MzQ2LWI1YjMtZmE1NTExNjU1NmYxXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,[],N/A,N/A,N/A,tt11474446,movie,N/A,N/A,N/A,N/A
Mi propósito eres tú 2019-2020,2019,N/A,01 Dec 2019,2 min,"Music, Short",N/A,N/A,"Arath de la Torre, Livia Brito, Daniel Arenas, Rodolfo Salas",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt11477648,movie,N/A,N/A,N/A,N/A
I godina nova 2020.,2019,N/A,31 Dec 2019,N/A,Comedy,N/A,N/A,"Zarko Potocnjak, Slavko Pintaric Pista, Tomislav Striga",N/A,Croatian,Croatia,N/A,N/A,[],N/A,N/A,N/A,tt11532410,movie,N/A,N/A,N/A,N/A
Feliz 2020,2020,N/A,01 Jan 2020,N/A,Music,N/A,N/A,"Roberto Leal, Rocío Muñoz, Aitana, Pablo Alborán",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BZTUyOTViMTUtZjUyYi00YmY0LTg3ZGEtZGI1Y2VjM2E5NjRmXkEyXkFqcGdeQXVyNzEzMDUxODk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11533784,movie,N/A,N/A,N/A,N/A
2020 Winterfest Preview Special,2019,N/A,29 Dec 2019,30 min,Short,Leon Knoles,N/A,"Lacey Chabert, Ryan Paevey, Larissa Wohl","A first look at our upcoming Winterfest original movies for 2020. Hosted by Lacey Chabert and Ryan Paevey plus special guest, Larissa Wohl and adorable adoptable puppies/kitties.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTFlN2M4MzgtODJlYS00MmVmLWFlMmQtMzg3YmU1Zjg0NmY1XkEyXkFqcGdeQXVyNDU0OTIxMjk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11544400,movie,N/A,N/A,N/A,N/A
MCP Network Showcase 2020,2020,N/A,30 Jan 2020,N/A,"Drama, Music, News",Malcolm Dwain Carter,Malcolm Dwain Carter,"Lexus Adams, Fanny Antunez, Christian Carter, Faith Green","The 2nd MCP Network Showcase for artist achievements in 2019 are presented, highlights and sneak peeks for new original content for 2020.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTRjN2Y5OTAtNWNmMy00YjYyLWI2OTMtNjg0MjViNGM2OWZiXkEyXkFqcGdeQXVyNDAyMDQ5NTY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11552250,movie,N/A,N/A,N/A,N/A
Hristougenna stin Athina: Ypodohi tou 2020 stin plateia Syntagmatos,2019,N/A,31 Dec 2019,110 min,Music,Stathis Reppas,N/A,"Melisses, Ivi Adamou, Demy, Josephine",N/A,Greek,Greece,N/A,N/A,[],N/A,N/A,N/A,tt11559498,movie,N/A,N/A,N/A,N/A
R13: Spring/Summer 2020 at NYFW,2019,N/A,14 Sep 2019,6 min,Short,N/A,N/A,"Chris Leba, Adesuwa Aighewi, Nora Attal, Lexi Boling",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmM0OTUyYjMtNmI1ZC00MGEzLTg0MzEtN2U0MGViZWIyOTU5XkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11567956,movie,N/A,N/A,N/A,N/A
Prabal Gurung: Spring/Summer 2020 at NYFW,2019,N/A,09 Sep 2019,9 min,Short,N/A,N/A,"Prabal Gurung, Dara Allen, Carmen Amare",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmQ0ZDU4ZGQtZGFmMC00YzhkLWJhMWQtN2E2Yjc0MWM3ZmNkXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11604930,movie,N/A,N/A,N/A,N/A
Anna Sui: Spring/Summer 2020 at NYFW,2019,N/A,16 Sep 2019,14 min,Short,N/A,N/A,"Anna Sui, Adut Akech, Primrose Archer, Nora Attal",N/A,None,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjg5NWEzOGItYzllNy00YTk2LTgxNmItNGYwOGEwOTQ1ODBjXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11608060,movie,N/A,N/A,N/A,N/A
Tom Ford: Spring/Summer 2020 at NYFW,2019,N/A,10 Sep 2019,11 min,Short,N/A,N/A,"Tom Ford, Adut Akech, Mica Argañaraz, Cynthia Arrebola",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjU4YjQyYmYtZjY4My00OGVlLTgzOWItYWI0ZTg1NzM4NDg5XkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11612592,movie,N/A,N/A,N/A,N/A
The Row: Spring/Summer 2020 at NYFW,2019,N/A,09 Sep 2019,N/A,Short,N/A,N/A,"Ashley Olsen, Mary-Kate Olsen, Hayley Ashton, Justine Asset",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODQ3NzQzZjYtNWJiNy00YzM4LWE3NGQtMTMzODc2Mjg2MWYyXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11612794,movie,N/A,N/A,N/A,N/A
Self-Portrait: Spring/Summer 2020 at NYFW,2019,N/A,07 Sep 2019,N/A,Short,N/A,N/A,"Han Chong, Yoon Young Bae, Annibelis Baez, Ruth Bell",N/A,N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGEzMmY4MzYtYzQ4NS00MTQ2LTgwYjQtNTMxZGMwNzZkYWVjXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11612932,movie,N/A,N/A,N/A,N/A
Mirrored 2020,2020,N/A,01 May 2020,N/A,"Short, Thriller",Rene Rehak,Zoe Hopkins,N/A,N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BY2RkNmU0ZjgtNThjNi00OWVjLWI5ZGYtYzVmYzgwMTNjZDgwXkEyXkFqcGdeQXVyMTA3MzAyNDg1._V1_SX300.jpg,[],N/A,N/A,N/A,tt11617138,movie,N/A,N/A,N/A,N/A
Vera Wang: Spring/Summer 2020 at NYFW,2019,N/A,10 Sep 2019,14 min,Short,N/A,N/A,"Vera Wang, Adesuwa Aighewi, Yoon Young Bae, Assa Baradji",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWExZmY4OTUtNGIzZS00ZjM1LWIwODUtZjE1YTZlOTFmZDZkXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11617798,movie,N/A,N/A,N/A,N/A
Coach 1941: Spring/Summer 2020 at NYFW,2019,N/A,11 Sep 2019,10 min,Short,N/A,N/A,"Stuart Vevers, Adut Akech, Mica Argañaraz, Audi Bizar",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzJkZjc4OTQtNjgwYy00ZTdkLWExOTAtZmIyYmY1YmExMWY2XkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11617954,movie,N/A,N/A,N/A,N/A
Proenza Schouler: Spring/Summer 2020 at NYFW,2019,N/A,14 Sep 2019,9 min,Short,N/A,N/A,"Jack McCollough, Lazaro Hernandez, Adut Akech, Mica Argañaraz",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjU2ZTBjZDUtZTgzOS00MDdkLWExZTAtN2ZmZTgzNjBlZmE3XkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11620642,movie,N/A,N/A,N/A,N/A
Oscar de la Renta: Spring/Summer 2020 at NYFW,2019,N/A,11 Sep 2019,14 min,Short,N/A,N/A,"Fernando Garcia, Laura Kim, Nastya Abramova, Adesuwa Aighewi",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt11620694,movie,N/A,N/A,N/A,N/A
Helmut Lang: Spring/Summer 2020 at NYFW,2019,N/A,13 Sep 2019,10 min,Short,N/A,N/A,"Helmut Lang, Adesuwa Aighewi, Annibelis Baez, Malick Bodian",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGFhNTg1MmMtYTE2Ni00MGE4LWEzZGYtZmNkNTlkMTIzNGFiXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11620784,movie,N/A,N/A,N/A,N/A
Michael Kors: Spring/Summer 2020 at NYFW,2019,N/A,11 Sep 2019,11 min,Short,N/A,N/A,"Michael Kors, Ugbad Abdi, Adesuwa Aighewi, Adut Akech",N/A,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWYwODIxNjUtNjE0NS00ZjBiLTg4MjItNTJmY2M5NDUyMzVhXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11620834,movie,N/A,N/A,N/A,N/A
Victoria Beckham: Spring/Summer 2020 at London Fashion Week,2019,N/A,15 Sep 2019,8 min,Short,N/A,N/A,"Victoria Beckham, Adut Akech, Mammina Aker, Cynthia Arrebola",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYmFiNDdkZTgtZTNjNS00MTA3LWIwMDgtODc2MjcxZWY3MTg0XkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11624282,movie,N/A,N/A,N/A,N/A
Zang Toi: Spring/Summer 2020 at NYFW,2019,N/A,15 Sep 2019,16 min,Short,N/A,N/A,"Zang Toi, Alisar Ailabouni, Carol Alt, Tania Balash",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDRkNWU2NTMtZGU5Ny00NDgwLTg1NmEtYzE1MmM5MGNhMTUxXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11624540,movie,N/A,N/A,N/A,N/A
Inside the January 2020 Democratic Presidential Debate,2020,N/A,17 Jan 2020,8 min,Short,N/A,Chris Robinson,Chris Robinson,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODFhZDlmYWYtMDMwMy00OGQyLTliNDEtZWU0NWNkMDA3MzRlXkEyXkFqcGdeQXVyNTY5MzE2NTA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11628714,movie,N/A,N/A,N/A,N/A
Musafir 2020,2020,N/A,31 Mar 2020,N/A,Action,"Inder Sohi, Narinder Kumar",Inder Sohi,"Nisha Aaliya, Hardeep Singh Akwan, Preet Baath",A man on the mission which help our country to protect from various problem . This Story is based on true story which is famous among the youth . This movie have many characters And shoot many other places . The main purpose of th...,Punjabi,India,N/A,https://m.media-amazon.com/images/M/MV5BN2YyZTIwMjQtYjg3MC00ZWE2LWJhZDktMjlhNWRjODIzNTRmXkEyXkFqcGdeQXVyMTA4MTAxMDAw._V1_SX300.jpg,[],N/A,N/A,N/A,tt11651808,movie,N/A,N/A,N/A,N/A
Burberry: Spring/Summer 2020 at London Fashion Week,2019,N/A,16 Sep 2019,14 min,Short,N/A,N/A,"Riccardo Tisci, Ugbad Abdi, Mammina Aker, Maxwell Annoh",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNDJkYmM4NDYtM2NlYi00NGM1LTliMjQtNWQ3OWYwZjUyZDFiXkEyXkFqcGdeQXVyNTgzNzEzNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11652146,movie,N/A,N/A,N/A,N/A
2020,2018,N/A,25 May 2018,N/A,"Short, Drama","Issabella Darville, Benjamin Folsom","Benjamin Folsom, Deacon Waitkevitch","Stone Carmichael, Joe Dye, Pete Haase, Conner Piers",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWFmNDIxOTQtY2MyNC00YTNkLWI1NjUtNmY0YmM4NjNlNzhlXkEyXkFqcGdeQXVyNDYzNTc4NjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8238156,movie,N/A,N/A,N/A,N/A
"No, Progressives, Bernie Sanders Will Not Be the Democratic Nominee in 2020",2018,N/A,15 Jun 2018,10 min,"Short, News",N/A,Styxhexenhammer666 (words),Styxhexenhammer666,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODZhMTJhYzktMTE1Ni00MzAzLTg3NTAtOGNmNGVjYzlmYTA3XkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8565542,movie,N/A,N/A,N/A,N/A
Analyzing Some Potential 2020 Democratic Presidential Candidates,2018,N/A,28 Jun 2018,13 min,"Short, News",N/A,Styxhexenhammer666 (words),Styxhexenhammer666,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzk3ZTU4NDgtYjU3YS00YTkyLTkxY2QtZDQ2NGIzNjA3ZTdkXkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8629582,movie,N/A,N/A,N/A,N/A
2020,2019,N/A,22 Jun 2019,11 min,"Short, Sci-Fi",Cullen Paul Wright,"Brent Lydic, Tanner Thomason","Brent Lydic, Tanner Thomason, Cory Roberts","IN THE YEAR 2020, A LONE TRAVELER JOURNEYS ACROSS THE APOCALYPTIC WASTELAND IN SEARCH OF THE NEW WORLD THAT LIES BEYOND THE WALL. WHAT HE FINDS ALONG THE WAY MIGHT MAKE HIS GOAL MORE TROUBLE THAN IT'S WORTH.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTdmZjZmMmMtZjVhNy00N2IwLTk0MjEtYmIwMDExNjQ0NjBiXkEyXkFqcGdeQXVyMjM2MDk0MTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8789768,movie,N/A,N/A,N/A,N/A
Gillibrand Pretends to Be Angry at Soros and the DNC in Order to Rebrand for 2020,2018,N/A,02 Aug 2018,13 min,"Short, News",N/A,Styxhexenhammer666 (words),Styxhexenhammer666,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjc1M2EyNzgtMGIwMC00MGQ3LWIyMDktNTY2OTRjN2U3NzU4XkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8790244,movie,N/A,N/A,N/A,N/A
Hype Over Hillary Clinton Running in 2020 Is Pretty Funny,2018,N/A,12 Nov 2018,9 min,"Short, News",N/A,Styxhexenhammer666 (words),Styxhexenhammer666,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTExY2Q4OGQtY2I3Ni00YTMyLTk4NGYtMWE1MDExZjExYTBlXkEyXkFqcGdeQXVyMDY3OTcyOQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9277750,movie,N/A,N/A,N/A,N/A
Omega 2020,1983,N/A,21 Feb 1983,N/A,"Short, Sci-Fi",Jon Macht,Jon Macht,"Scott Greene, Eddie Williams",Genetic engineers manufacturing androids in a futuristic society are disappearing. The androids are responsible.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTRkMDA1YjEtN2FiOS00NGFjLWFhZjctYTA4YWVjYWY5NTk3XkEyXkFqcGdeQXVyNjcxNTQ0OA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9452832,movie,N/A,N/A,N/A,N/A
2020,2011,N/A,N/A,14 min,"Short, Drama, Sci-Fi","Hernando Somoza, Pedro Pacheco",Hernando Somoza,"Niyura Delgado, Jorge Maldonado, Leonardo Morales",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1860155,movie,N/A,N/A,N/A,N/A
Pepsi Girl 2020,2004,N/A,N/A,4 min,"Short, Comedy",Robert Reeves,Robert Reeves,"Kevin Blake, Joanne Zahorsky-Reeves",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1956597,movie,N/A,N/A,N/A,N/A
Conspiracy 2020 Aliens & Demons,2016,N/A,N/A,8 min,"Short, Action, Horror",Mak Toriano,N/A,N/A,"n 2017 before president Trump was inaugurated, former president Barrack Obama announced that the United States had been working with aliens from outer space. After Obama's alien briefing to...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGQ5YjcyNTItOWRlYi00YTIzLTg2Y2QtYjJlNTMxNzMzMmQ5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6407592,movie,N/A,N/A,N/A,N/A
2020,2016,N/A,N/A,N/A,Drama,Johnny Coffeen,Johnny Coffeen,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4955658,movie,N/A,N/A,N/A,N/A
2020 the Future of Classrooms,2015,N/A,05 Dec 2015,14 min,Short,Isa Almusalam,Isa Almusalam,N/A,N/A,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt5249626,movie,N/A,N/A,N/A,N/A
Samsung Smart City 2020,2015,N/A,09 Nov 2015,N/A,"Short, Adventure",Rob Whitworth,Rob Whitworth,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt5786164,movie,N/A,N/A,N/A,N/A
The FVP: 2020 Vision,2015,N/A,N/A,11 min,"Short, Adventure, Sci-Fi",Brandon Macinnis,Brandon Macinnis,"Brandon Macinnis, Cheryl Tsuhako","The real story of Vasco da Gamma: Time travel, aliens, Fiske Video Productions, and a mysterious futuristic recording device known as the FVP-2020 Vision.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5849060,movie,N/A,N/A,N/A,N/A
G'Men 2020,2020,N/A,N/A,N/A,Action,Lawrence Xu,Lawrence Xu,N/A,"The U.S. Government assembles a combined ""law enforcement and intelligence unit"" to counter attack international terrorism.",N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt5889188,movie,N/A,N/A,N/A,N/A
I am Galway 2020,2016,N/A,01 Jul 2016,4 min,"Short, Mystery",Paula Kehoe,Paula Kehoe,"Olwen Fouéré, Peadar O'Treasaigh, Róisín Seoighe",A poetic vision of Galway in 2020.,English,Ireland,N/A,N/A,[],N/A,N/A,N/A,tt6032468,movie,N/A,N/A,N/A,N/A
Anthem 2020,2021,Not Rated,01 Jul 2021,147 min,"Documentary, History","Alexander Emmert, Augustina Elizabeth","Augustina Elizabeth (original idea), Alexander Emmert","Alexander Emmert, Augustina Elizabeth","In the wake of the killing of George Floyd in Minneapolis, massive ""Black Lives Matter"" protests break out across the United States, and in Portland, Oregon these carry on for months as ...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDRjNjlhYWUtN2E2Yy00MjliLTlkZGYtMzhiYTZmNjNmMWFlXkEyXkFqcGdeQXVyMTY3MzYxODI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1770662,movie,N/A,N/A,N/A,N/A
2020,2011,N/A,N/A,7 min,"Short, Sci-Fi",Benjamin Newman,N/A,"Roderick Campbell, Paul Howard, Anna Marais","Governments are pushing for greater control over Internet freedoms. Internet Filters, Black Lists and the Obama Administrations Kill Switch. If we do not stay vigilant the freedoms we enjoy today may not be around in the future.",English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt1813118,movie,N/A,N/A,N/A,N/A
Aéroport: Charter 2020,1980,N/A,19 Apr 1980,100 min,Sci-Fi,Pierre Lary,"Pierre Lary (adaptation), Fernand Pluot (screenplay)","Georges Marchal, Tsilla Chelton, Alexandre Rignault, Daniel Mesguich",N/A,French,France,N/A,N/A,[],N/A,N/A,N/A,tt0477262,movie,N/A,N/A,N/A,N/A
Sex Drive 2020,1987,N/A,N/A,N/A,N/A,N/A,N/A,"Billy London, Eric Manchester",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt0228840,movie,N/A,N/A,N/A,N/A
2020: An American Nightmare,2005,N/A,N/A,52 min,"Action, Horror, Sci-Fi, Thriller",Travis Bowen,Travis Bowen,"Conrad Brooks, Joe Estevez, Robyn Griggs, Syn DeVil","A deadly virus infects the USA, and soon, it becomes a battle for survival amongst a select few.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWFhNjkxN2MtOTM3Mi00NTljLThjZmEtMzEwYmJhNGE3ODg2XkEyXkFqcGdeQXVyMTI5NjAyMjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2101300,movie,N/A,N/A,N/A,N/A
2020,2013,N/A,18 Aug 2013,16 min,"Short, Action, Drama",Iain Carson,"Iain Carson, David Rhoades","Boo Arnold, Tyler Bannerman, TJ Cencula","In the not-so-distant future America has fallen prey to domestic terrorism and civil war. To combat the continuing attacks the US military created a group of state-of-the-art super soldiers called 'Erasers'. One of these soldiers, Ja",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2953814,movie,N/A,N/A,N/A,N/A
Especial Juegos Olímpicos 2020,2013,N/A,07 Sep 2013,N/A,"News, Sport",N/A,N/A,"Mireia Belmonte, Alejandro Blanco, Ana Botella",N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt3172412,movie,N/A,N/A,N/A,N/A
Suporuto! Ôru naito: 2020 Orinpikku Pararinpikku kaisai toshi kettei SP!!,2013,N/A,08 Sep 2013,N/A,N/A,N/A,N/A,"Taichi Kokubun, Tomoko Honda, Toshihiro Itô",N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt3173490,movie,N/A,N/A,N/A,N/A
